id,title,abstract,categories,authors,keywords,topic,combined_text
704.244,Black Holes and Large Order Quantum Geometry,"  We study five-dimensional black holes obtained by compactifying M theory on
Calabi-Yau threefolds. Recent progress in solving topological string theory on
compact, one-parameter models allows us to test numerically various conjectures
about these black holes. We give convincing evidence that a microscopic
description based on Gopakumar-Vafa invariants accounts correctly for their
macroscopic entropy, and we check that highly nontrivial cancellations -which
seem necessary to resolve the so-called entropy enigma in the OSV conjecture-
do in fact occur. We also study analytically small 5d black holes obtained by
wrapping M2 branes in the fiber of K3 fibrations. By using heterotic/type II
duality we obtain exact formulae for the microscopic degeneracies in various
geometries, and we compute their asymptotic expansion for large charges.
",hep-th,Min-xin Huang; Albrecht Klemm; Marcos Marino and Alireza Tavanfar,holes; black; entropy; various; obtained,9,"Black Holes and Large Order Quantum Geometry   We study five-dimensional black holes obtained by compactifying M theory on
Calabi-Yau threefolds. Recent progress in solving topological string theory on
compact, one-parameter models allows us to test numerically various conjectures
about these black holes. We give convincing evidence that a microscopic
description based on Gopakumar-Vafa invariants accounts correctly for their
macroscopic entropy, and we check that highly nontrivial cancellations -which
seem necessary to resolve the so-called entropy enigma in the OSV conjecture-
do in fact occur. We also study analytically small 5d black holes obtained by
wrapping M2 branes in the fiber of K3 fibrations. By using heterotic/type II
duality we obtain exact formulae for the microscopic degeneracies in various
geometries, and we compute their asymptotic expansion for large charges.
"
704.2447,A Three-Stage Search for Supermassive Black Hole Binaries in LISA Data,"  Gravitational waves from the inspiral and coalescence of supermassive
black-hole (SMBH) binaries with masses ~10^6 Msun are likely to be among the
strongest sources for the Laser Interferometer Space Antenna (LISA). We
describe a three-stage data-analysis pipeline designed to search for and
measure the parameters of SMBH binaries in LISA data. The first stage uses a
time-frequency track-search method to search for inspiral signals and provide a
coarse estimate of the black-hole masses m_1, m_2 and of the coalescence time
of the binary t_c. The second stage uses a sequence of matched-filter template
banks, seeded by the first stage, to improve the measurement accuracy of the
masses and coalescence time. Finally, a Markov Chain Monte Carlo search is used
to estimate all nine physical parameters of the binary. Using results from the
second stage substantially shortens the Markov Chain burn-in time and allows us
to determine the number of SMBH-binary signals in the data before starting
parameter estimation. We demonstrate our analysis pipeline using simulated data
from the first LISA Mock Data Challenge. We discuss our plan for improving this
pipeline and the challenges that will be faced in real LISA data analysis.
",gr-qc,"Duncan A. Brown; Jeff Crowder; Curt Cutler; Ilya Mandel and Michele
  Vallisneri",search; data; binary; masses; time,9,"A Three-Stage Search for Supermassive Black Hole Binaries in LISA Data   Gravitational waves from the inspiral and coalescence of supermassive
black-hole (SMBH) binaries with masses ~10^6 Msun are likely to be among the
strongest sources for the Laser Interferometer Space Antenna (LISA). We
describe a three-stage data-analysis pipeline designed to search for and
measure the parameters of SMBH binaries in LISA data. The first stage uses a
time-frequency track-search method to search for inspiral signals and provide a
coarse estimate of the black-hole masses m_1, m_2 and of the coalescence time
of the binary t_c. The second stage uses a sequence of matched-filter template
banks, seeded by the first stage, to improve the measurement accuracy of the
masses and coalescence time. Finally, a Markov Chain Monte Carlo search is used
to estimate all nine physical parameters of the binary. Using results from the
second stage substantially shortens the Markov Chain burn-in time and allows us
to determine the number of SMBH-binary signals in the data before starting
parameter estimation. We demonstrate our analysis pipeline using simulated data
from the first LISA Mock Data Challenge. We discuss our plan for improving this
pipeline and the challenges that will be faced in real LISA data analysis.
"
704.246,Iron Line Profiles from Relativistic Thick Accretion Disk,"  We present a new code for calculating the Fe Kalpha line profiles from
relativistic accretion disks with finite thickness around a rotating black
hole. The thin Keplerian accretion disk must become thicker and sub-Keplerian
with increasing accretion rates. We here embark on, for the first time, a fully
relativistic computation which is aimed at gaining an insight into the effects
of geometrical thickness and the sub-Keplerian orbital velocity on the line
profiles. This code is also well-suited to produce accretion disk images.
",astro-ph,Sheng-Miao Wu and Ting-Gui Wang,accretion; code; sub; profiles; disk,9,"Iron Line Profiles from Relativistic Thick Accretion Disk   We present a new code for calculating the Fe Kalpha line profiles from
relativistic accretion disks with finite thickness around a rotating black
hole. The thin Keplerian accretion disk must become thicker and sub-Keplerian
with increasing accretion rates. We here embark on, for the first time, a fully
relativistic computation which is aimed at gaining an insight into the effects
of geometrical thickness and the sub-Keplerian orbital velocity on the line
profiles. This code is also well-suited to produce accretion disk images.
"
704.2487,"Reentrance effect in a graphene n-p-n junction coupled to a
  superconductor","  We study the interplay of Klein tunneling (= interband tunneling) between
n-doped and p-doped regions in graphene and Andreev reflection (= electron-hole
conversion) at a superconducting electrode. The tunneling conductance of an
n-p-n junction initially increases upon lowering the temperature, while the
coherence time of the electron-hole pairs is still less than their lifetime,
but then drops back again when the coherence time exceeds the lifetime. This
reentrance effect, known from diffusive conductors and ballistic quantum dots,
provides a method to detect phase coherent Klein tunneling of electron-hole
pairs.
",cond-mat.mes-hall; cond-mat.supr-con,A. Ossipov; M. Titov; C. W. J. Beenakker,tunneling; hole; electron; pairs; time,9,"Reentrance effect in a graphene n-p-n junction coupled to a
  superconductor   We study the interplay of Klein tunneling (= interband tunneling) between
n-doped and p-doped regions in graphene and Andreev reflection (= electron-hole
conversion) at a superconducting electrode. The tunneling conductance of an
n-p-n junction initially increases upon lowering the temperature, while the
coherence time of the electron-hole pairs is still less than their lifetime,
but then drops back again when the coherence time exceeds the lifetime. This
reentrance effect, known from diffusive conductors and ballistic quantum dots,
provides a method to detect phase coherent Klein tunneling of electron-hole
pairs.
"
704.2494,"The effect of stellar-mass black holes on the structural evolution of
  massive star clusters","  We present the results of realistic N-body modelling of massive star clusters
in the Magellanic Clouds, aimed at investigating a dynamical origin for the
radius-age trend observed in these systems. We find that stellar-mass black
holes, formed in the supernova explosions of the most massive cluster stars,
can constitute a dynamically important population. If a significant number of
black holes are retained (here we assume complete retention), these objects
rapidly form a dense core where interactions are common, resulting in the
scattering of black holes into the cluster halo, and the ejection of black
holes from the cluster. These two processes heat the stellar component,
resulting in prolonged core expansion of a magnitude matching the observations.
Significant core evolution is also observed in Magellanic Cloud clusters at
early times. We find that this does not result from the action of black holes,
but can be reproduced by the effects of mass-loss due to rapid stellar
evolution in a primordially mass segregated cluster.
",astro-ph,"A.D. Mackey (1); M.I. Wilkinson (2); M.B. Davies (3); G.F. Gilmore (4)
  ((1) University of Edinburgh; (2) University of Leicester; (3) Lund
  University; (4) University of Cambridge)",holes; black; cluster; core; stellar,9,"The effect of stellar-mass black holes on the structural evolution of
  massive star clusters   We present the results of realistic N-body modelling of massive star clusters
in the Magellanic Clouds, aimed at investigating a dynamical origin for the
radius-age trend observed in these systems. We find that stellar-mass black
holes, formed in the supernova explosions of the most massive cluster stars,
can constitute a dynamically important population. If a significant number of
black holes are retained (here we assume complete retention), these objects
rapidly form a dense core where interactions are common, resulting in the
scattering of black holes into the cluster halo, and the ejection of black
holes from the cluster. These two processes heat the stellar component,
resulting in prolonged core expansion of a magnitude matching the observations.
Significant core evolution is also observed in Magellanic Cloud clusters at
early times. We find that this does not result from the action of black holes,
but can be reproduced by the effects of mass-loss due to rapid stellar
evolution in a primordially mass segregated cluster.
"
704.2552,Enhanced microwave transmission through quasicrystal hole arrays,"  We report on the observation of enhanced microwave transmission through
quasi-periodic hole arrays in metal films. The fraction of transmitted light
reaches 50% in a self-standing metal film and approaches 90% when the film is
sandwiched between thin dielectric slabs, while the holes occupy only 10% of
the sample area. The maximum transmission is accompanied by zero phase change,
rendering the film almost 'invisible' over a wide frequency range. The
extraordinary transmission phenomenon is interpreted in terms of resonances in
the self-consistent interaction between holes, which are represented by
effective electric and magnetic dipoles.
",physics.optics,"N. Papasimakis; V. A. Fedotov; F. J. Garcia de Abajo; A. S. Schwanecke
  and N. I. Zheludev",transmission; metal; holes; self; phenomenon,9,"Enhanced microwave transmission through quasicrystal hole arrays   We report on the observation of enhanced microwave transmission through
quasi-periodic hole arrays in metal films. The fraction of transmitted light
reaches 50% in a self-standing metal film and approaches 90% when the film is
sandwiched between thin dielectric slabs, while the holes occupy only 10% of
the sample area. The maximum transmission is accompanied by zero phase change,
rendering the film almost 'invisible' over a wide frequency range. The
extraordinary transmission phenomenon is interpreted in terms of resonances in
the self-consistent interaction between holes, which are represented by
effective electric and magnetic dipoles.
"
704.2563,Beyond the semi-classical description of black hole evaporation,"  In the semi-classical treatment, i.e. in a classical black hole geometry,
Hawking quanta emerge from trans-Planckian configurations because of scale
invariance. There is indeed no scale to stop the blue-shifting effect
encountered in the backward propagation towards the event horizon. On the
contrary, when taking into account the gravitational interactions neglected in
the semi-classical treatment, a UV scale stopping the blue-shift could be
dynamically engendered. To show that this is the case, we use a
non-perturbative treatment based on the large-N limit, where $N$ is the number
of matter fields. In this limit, the semi-classical treatment is the leading
contribution. Non-linear gravitational effects appear in the next orders and in
the first of these, the effects are governed by the two-point correlation
function of the energy-momentum tensor evaluated in the vacuum. Taking this
correlator into account, backward propagated modes are dissipated at a distance
from the horizon $\propto G\kappa$ when measured in a freely falling frame.
($G$ is Newton's constant and $\kappa$ the surface gravity.) This result can be
also obtained by considering light propagation in a stochastic ensemble of
metrics whose fluctuations are determined by the above correlator.
",hep-th,Renaud Parentani,classical; semi; scale; horizon; propagation,9,"Beyond the semi-classical description of black hole evaporation   In the semi-classical treatment, i.e. in a classical black hole geometry,
Hawking quanta emerge from trans-Planckian configurations because of scale
invariance. There is indeed no scale to stop the blue-shifting effect
encountered in the backward propagation towards the event horizon. On the
contrary, when taking into account the gravitational interactions neglected in
the semi-classical treatment, a UV scale stopping the blue-shift could be
dynamically engendered. To show that this is the case, we use a
non-perturbative treatment based on the large-N limit, where $N$ is the number
of matter fields. In this limit, the semi-classical treatment is the leading
contribution. Non-linear gravitational effects appear in the next orders and in
the first of these, the effects are governed by the two-point correlation
function of the energy-momentum tensor evaluated in the vacuum. Taking this
correlator into account, backward propagated modes are dissipated at a distance
from the horizon $\propto G\kappa$ when measured in a freely falling frame.
($G$ is Newton's constant and $\kappa$ the surface gravity.) This result can be
also obtained by considering light propagation in a stochastic ensemble of
metrics whose fluctuations are determined by the above correlator.
"
704.2612,Relativistic Effects in Extreme Mass Ratio Gravitational Wave Bursts,"  Extreme mass ratio bursts (EMRBs) have been proposed as a possible source for
future space-borne gravitational wave detectors, such as the Laser
Interferometer Space Antenna (LISA). These events are characterized by
long-period, nearly-radial orbits of compact objects around a central massive
black hole. The gravitational radiation emitted during such events consists of
a short burst, corresponding to periapse passage, followed by a longer, silent
interval. In this paper we investigate the impact of including relativistic
corrections to the description of the compact object's trajectory via a
geodesic treatment, as well as including higher-order multipole corrections in
the waveform calculation. The degree to which the relativistic corrections are
important depends on the EMRB's orbital parameters. We find that relativistic
EMRBs (v_{max}}/c > 0.25) are not rare and actually account for approximately
half of the events in our astrophysical model. The relativistic corrections
tend to significantly change the waveform amplitude and phase relative to a
Newtonian description, although some of this dephasing could be mimicked by
parameter errors. The dephasing over several bursts could be of particular
importance not only to gravitational wave detection, but also to parameter
estimation, since it is highly correlated to the spin of the massive black
hole. Consequently, we postulate that if a relativistic EMRB is detected, such
dephasing might be used to probe the relativistic character of the massive
black hole and obtain information about its spin.
",astro-ph; gr-qc,"Nicolas Yunes; Carlos F. Sopuerta; Louis J. Rubbo and Kelly
  Holley-Bockelmann",relativistic; corrections; events; massive; gravitational,9,"Relativistic Effects in Extreme Mass Ratio Gravitational Wave Bursts   Extreme mass ratio bursts (EMRBs) have been proposed as a possible source for
future space-borne gravitational wave detectors, such as the Laser
Interferometer Space Antenna (LISA). These events are characterized by
long-period, nearly-radial orbits of compact objects around a central massive
black hole. The gravitational radiation emitted during such events consists of
a short burst, corresponding to periapse passage, followed by a longer, silent
interval. In this paper we investigate the impact of including relativistic
corrections to the description of the compact object's trajectory via a
geodesic treatment, as well as including higher-order multipole corrections in
the waveform calculation. The degree to which the relativistic corrections are
important depends on the EMRB's orbital parameters. We find that relativistic
EMRBs (v_{max}}/c > 0.25) are not rare and actually account for approximately
half of the events in our astrophysical model. The relativistic corrections
tend to significantly change the waveform amplitude and phase relative to a
Newtonian description, although some of this dephasing could be mimicked by
parameter errors. The dephasing over several bursts could be of particular
importance not only to gravitational wave detection, but also to parameter
estimation, since it is highly correlated to the spin of the massive black
hole. Consequently, we postulate that if a relativistic EMRB is detected, such
dephasing might be used to probe the relativistic character of the massive
black hole and obtain information about its spin.
"
704.262,Recent Developments in Maser Theory,"  This review covers selected developments in maser theory since the previous
meeting, ""Cosmic Masers: From Proto-Stars to Black Holes"" (Migenes & Reid
2002). Topics included are time variability of fundamental constants, pumping
of OH megamasers and indicators for differentiating disks from bi-directional
outflows.
",astro-ph,Moshe Elitzur,disks; selected; review; holes; cosmic,9,"Recent Developments in Maser Theory   This review covers selected developments in maser theory since the previous
meeting, ""Cosmic Masers: From Proto-Stars to Black Holes"" (Migenes & Reid
2002). Topics included are time variability of fundamental constants, pumping
of OH megamasers and indicators for differentiating disks from bi-directional
outflows.
"
704.2643,"Eclipsing light curves for accretion flows around a rotating black hole
  and atmospheric effects of the companion star","  We calculate eclipsing light curves for accretion flows around a rotating
black hole taking into account the atmospheric effects of the companion star.
In the cases of no atmospheric effects, the light curves contain the
information of the black hole spin because most of the X-ray photons around 1
keV usually come from the blueshifted part of the accretion flow near the black
hole shadow, and the size and the position of the black hole shadow depend on
the spin. In these cases, when most of the emission comes from the vicinity of
the event horizon, the light curves become asymmetric at ingress and egress. We
next investigate the atmospheric absorption and scattering effects of the
companion stars. By using the solar-type atmospheric model, we have taken into
account the atmospheric effects of the companion star, such as the
photoionization by HI and HeI. We found that the eclipsing light curves
observed at 1 keV possibly contain the information of the black hole spin.
However, in our atmospheric model, the effects of the atmosphere are much
larger than the effects of the black hole spin. Therefore, even in the case
that the light curves contain the information of the black hole spin, it may be
difficult to extract the information of the black hole spin if we do not have
the realistic atmospheric profiles, such as the temperature, and the number
densities for several elements. Even in such cases, the light-curve asymmetries
due to the rotation of the accretion disc exist. Only when we have the reliable
atmospheric model, in principle, the information of the strong-gravity regions,
such as the black hole spin, can be obtained from the eclipsing light curves.
",astro-ph,Rohta Takahashi; Ken-Ya Watarai,black; hole; curves; light; spin,9,"Eclipsing light curves for accretion flows around a rotating black hole
  and atmospheric effects of the companion star   We calculate eclipsing light curves for accretion flows around a rotating
black hole taking into account the atmospheric effects of the companion star.
In the cases of no atmospheric effects, the light curves contain the
information of the black hole spin because most of the X-ray photons around 1
keV usually come from the blueshifted part of the accretion flow near the black
hole shadow, and the size and the position of the black hole shadow depend on
the spin. In these cases, when most of the emission comes from the vicinity of
the event horizon, the light curves become asymmetric at ingress and egress. We
next investigate the atmospheric absorption and scattering effects of the
companion stars. By using the solar-type atmospheric model, we have taken into
account the atmospheric effects of the companion star, such as the
photoionization by HI and HeI. We found that the eclipsing light curves
observed at 1 keV possibly contain the information of the black hole spin.
However, in our atmospheric model, the effects of the atmosphere are much
larger than the effects of the black hole spin. Therefore, even in the case
that the light curves contain the information of the black hole spin, it may be
difficult to extract the information of the black hole spin if we do not have
the realistic atmospheric profiles, such as the temperature, and the number
densities for several elements. Even in such cases, the light-curve asymmetries
due to the rotation of the accretion disc exist. Only when we have the reliable
atmospheric model, in principle, the information of the strong-gravity regions,
such as the black hole spin, can be obtained from the eclipsing light curves.
"
704.2667,Wormholes as Black Hole Foils,"  We study to what extent wormholes can mimic the observational features of
black holes. It is surprisingly found that many features that could be thought
of as ``characteristic'' of a black hole (endowed with an event horizon) can be
closely mimicked by a globally static wormhole, having no event horizon. This
is the case for: the apparently irreversible accretion of matter down a hole,
no-hair properties, quasi-normal-mode ringing, and even the dissipative
properties of black hole horizons, such as a finite surface resistivity equal
to 377 Ohms. The only way to distinguish the two geometries on an
observationally reasonable time scale would be through the detection of
Hawking's radiation, which is, however, too weak to be of practical relevance
for astrophysical black holes. We point out the existence of an interesting
spectrum of quantum microstates trapped in the throat of a wormhole which could
be relevant for storing the information ``lost'' during a gravitational
collapse.
",gr-qc; astro-ph; hep-th,Thibault Damour and Sergey N. Solodukhin,black; hole; horizon; event; holes,9,"Wormholes as Black Hole Foils   We study to what extent wormholes can mimic the observational features of
black holes. It is surprisingly found that many features that could be thought
of as ``characteristic'' of a black hole (endowed with an event horizon) can be
closely mimicked by a globally static wormhole, having no event horizon. This
is the case for: the apparently irreversible accretion of matter down a hole,
no-hair properties, quasi-normal-mode ringing, and even the dissipative
properties of black hole horizons, such as a finite surface resistivity equal
to 377 Ohms. The only way to distinguish the two geometries on an
observationally reasonable time scale would be through the detection of
Hawking's radiation, which is, however, too weak to be of practical relevance
for astrophysical black holes. We point out the existence of an interesting
spectrum of quantum microstates trapped in the throat of a wormhole which could
be relevant for storing the information ``lost'' during a gravitational
collapse.
"
704.267,D.E.U.S. (Dimension Embedded in Unified Symmetry),"  An unified model of the Universe, Black Holes, particles .... and beyond.
",gr-qc,Adrian Sabin Popescu,holes; universe; black; particles; model,9,"D.E.U.S. (Dimension Embedded in Unified Symmetry)   An unified model of the Universe, Black Holes, particles .... and beyond.
"
704.2709,"Resonant relaxation near a massive black hole: the dependence on
  eccentricity","  The orbits of stars close to a massive black hole are nearly Keplerian
ellipses. Such orbits exert long term torques on each other, which lead to an
enhanced angular momentum relaxation known as resonant relaxation. Under
certain conditions, this process can modify the angular momentum distribution
and affect the interaction rates of the stars with the massive black hole more
efficiently than non-resonant relaxation. The torque on an orbit exerted by the
cluster depends on the eccentricity of the orbit. In this paper, we calculate
this dependence and determine the resonant relaxation timescale as a function
of eccentricity. In particular, we show that the component of the torque that
changes the magnitude of the angular momentum is linearly proportional to
eccentricity, so resonant relaxation is much more efficient on eccentric orbits
than on circular orbits.
",astro-ph,"M. Atakan G\""urkan (1) and Clovis Hopman (2) ((1) University of
  Amsterdam (2) Leiden University)",relaxation; resonant; orbits; angular; momentum,9,"Resonant relaxation near a massive black hole: the dependence on
  eccentricity   The orbits of stars close to a massive black hole are nearly Keplerian
ellipses. Such orbits exert long term torques on each other, which lead to an
enhanced angular momentum relaxation known as resonant relaxation. Under
certain conditions, this process can modify the angular momentum distribution
and affect the interaction rates of the stars with the massive black hole more
efficiently than non-resonant relaxation. The torque on an orbit exerted by the
cluster depends on the eccentricity of the orbit. In this paper, we calculate
this dependence and determine the resonant relaxation timescale as a function
of eccentricity. In particular, we show that the component of the torque that
changes the magnitude of the angular momentum is linearly proportional to
eccentricity, so resonant relaxation is much more efficient on eccentric orbits
than on circular orbits.
"
704.2731,"Global structure and physical interpretation of the Fonarev solution for
  a scalar field with exponential potential","  We discuss the physical interpretation of a dynamical and inhomogeneous
spherically symmetric solution obtained by Fonarev for a scalar field with an
exponential potential. There is a single parameter $w$ in the solution which
can be set to $\pm1$ if it is non-zero, in addition to the steepness parameter
$\lambda$ in the potential. The spacetime is conformally static and
asymptotically flat Friedmann-Robertson-Walker spacetime. The solution reduces
to the Friedmann-Robertson-Walker solution for $w=0$. There are two curvature
singularities, of which one is a timelike central singularity and the other is
a big-bang or big-crunch type singularity. Depending on the parameters, the
spacetime can possess a future outer trapping horizon in the collapsing case.
Then the solution represents a dynamical black hole in the sense of Hayward
although there is a locally naked singularity at the center and no black-hole
event horizon. This demonstrates a weak point of the local definition of a
black hole in terms of a trapping horizon.
",gr-qc; hep-th,Hideki Maeda,solution; horizon; spacetime; black; hole,9,"Global structure and physical interpretation of the Fonarev solution for
  a scalar field with exponential potential   We discuss the physical interpretation of a dynamical and inhomogeneous
spherically symmetric solution obtained by Fonarev for a scalar field with an
exponential potential. There is a single parameter $w$ in the solution which
can be set to $\pm1$ if it is non-zero, in addition to the steepness parameter
$\lambda$ in the potential. The spacetime is conformally static and
asymptotically flat Friedmann-Robertson-Walker spacetime. The solution reduces
to the Friedmann-Robertson-Walker solution for $w=0$. There are two curvature
singularities, of which one is a timelike central singularity and the other is
a big-bang or big-crunch type singularity. Depending on the parameters, the
spacetime can possess a future outer trapping horizon in the collapsing case.
Then the solution represents a dynamical black hole in the sense of Hayward
although there is a locally naked singularity at the center and no black-hole
event horizon. This demonstrates a weak point of the local definition of a
black hole in terms of a trapping horizon.
"
704.2781,"Enhanced activity of massive black holes by stellar capture assisted by
  a self-gravitating accretion disc","  We study the probability of close encounters between stars from a nuclear
cluster and a massive black hole. The gravitational field of the system is
dominated by the black hole in its sphere of influence. It is further modified
by the cluster mean field (a spherical term) and a gaseous disc/torus (an
axially symmetric term) causing a secular evolution of stellar orbits via Kozai
oscillations. Intermittent phases of large eccentricity increase the chance
that stars become damaged inside the tidal radius of the central hole. Such
events can produce debris and lead to recurring episodes of enhanced accretion
activity. We introduce an effective loss cone and associate it with tidal
disruptions during the high-eccentricity phases of the Kozai cycle. By
numerical integration of the trajectories forming the boundary of the loss cone
we determine its shape and volume. We also include the effect of relativistic
advance of pericentre. The potential of the disc has the efffect of enlarging
the loss cone and, therefore, the predicted number of tidally disrupted stars
should grow by factor of ~10^2. On the other hand, the effect of the cluster
mean potential together with the relativistic pericentre advance act against
the eccentricity oscillations. In the end we expect the tidal disruption events
to be approximately ten times more frequent in comparison with the model in
which the three effects -- the cluster mean field, the relativistic pericentre
advance, and the Kozai mechanism -- are all ignored. The competition of
different influences suppresses the predicted star disruption rate as the black
hole mass increases. Hence, the process under consideration is more important
for intermediate-mass black holes, M_bh~10^4M_s.
",astro-ph,V. Karas; L. Subr,cluster; black; hole; loss; relativistic,9,"Enhanced activity of massive black holes by stellar capture assisted by
  a self-gravitating accretion disc   We study the probability of close encounters between stars from a nuclear
cluster and a massive black hole. The gravitational field of the system is
dominated by the black hole in its sphere of influence. It is further modified
by the cluster mean field (a spherical term) and a gaseous disc/torus (an
axially symmetric term) causing a secular evolution of stellar orbits via Kozai
oscillations. Intermittent phases of large eccentricity increase the chance
that stars become damaged inside the tidal radius of the central hole. Such
events can produce debris and lead to recurring episodes of enhanced accretion
activity. We introduce an effective loss cone and associate it with tidal
disruptions during the high-eccentricity phases of the Kozai cycle. By
numerical integration of the trajectories forming the boundary of the loss cone
we determine its shape and volume. We also include the effect of relativistic
advance of pericentre. The potential of the disc has the efffect of enlarging
the loss cone and, therefore, the predicted number of tidally disrupted stars
should grow by factor of ~10^2. On the other hand, the effect of the cluster
mean potential together with the relativistic pericentre advance act against
the eccentricity oscillations. In the end we expect the tidal disruption events
to be approximately ten times more frequent in comparison with the model in
which the three effects -- the cluster mean field, the relativistic pericentre
advance, and the Kozai mechanism -- are all ignored. The competition of
different influences suppresses the predicted star disruption rate as the black
hole mass increases. Hence, the process under consideration is more important
for intermediate-mass black holes, M_bh~10^4M_s.
"
704.2814,A Revised Generalized Kolmogorov-Sinai-like Entropy and Markov Shifts,"  The Kolmogorov-Sinai entropy in the sense of Tsallis under Bernoulli shifts
was obtained by Meson and Vericat [J. Math. Phys. 37, 4480(1996)]. In this
paper, we propose a revised generalized Kolmogorov-Sinai-q entropy under Markov
shifts. The form of this generalized entropy with factor q is nonextensive. The
new generalized entropy contains the classical Kolmogorov-Sinai entropy and
Renyi entropy as well as Bernoulli shifts as special cases. Applying the
generalized entropy we discuss its approximate behavior qualitatively, the
entropy rate and the sensitive value q^* of the nonextensive parameter q, which
may exit in the interval (-2,2) nearby where the generalized entropy return to
the classical K-S entropy.
",nlin.CD,Qiang Liu and Shou-Li Peng,entropy; generalized; classical; phys; nearby,9,"A Revised Generalized Kolmogorov-Sinai-like Entropy and Markov Shifts   The Kolmogorov-Sinai entropy in the sense of Tsallis under Bernoulli shifts
was obtained by Meson and Vericat [J. Math. Phys. 37, 4480(1996)]. In this
paper, we propose a revised generalized Kolmogorov-Sinai-q entropy under Markov
shifts. The form of this generalized entropy with factor q is nonextensive. The
new generalized entropy contains the classical Kolmogorov-Sinai entropy and
Renyi entropy as well as Bernoulli shifts as special cases. Applying the
generalized entropy we discuss its approximate behavior qualitatively, the
entropy rate and the sensitive value q^* of the nonextensive parameter q, which
may exit in the interval (-2,2) nearby where the generalized entropy return to
the classical K-S entropy.
"
704.282,Topology of HI in the Large Magellanic Cloud,"  We have analyzed the HI aperture synthesis image of the Large Magellanic
Cloud (LMC), using an objective and quantitative measure of topology to
understand the HI distribution hosting a number of holes and clumps of various
sizes in the medium. The HI distribution shows different topology at four
different chosen scales. At the smallest scales explored (19-29 pc), the HI
mass is distributed in such a way that numerous clumps are embedded on top of a
low density background. At the larger scales from 73 to 194 pc, it shows a
generic hole topology. These holes might have been formed mainly by stellar
winds from hot stars. At the scales from 240 to 340 pc, slightly above the disk
scale-height of the gaseous disk, major clumps in the HI map change the
distribution to have a slight clump topology. These clumps include the giant
cloud associations in the spiral arms and the thick filaments surrounding
superholes. At the largest scales studied (390-485 pc), the hole topology is
present again. Responsible to the hole topology at this scale are a few
superholes which seem mainly associated with supernova explosions in the outer
disk. The gaps between the bar and spiral arms have a minor effect on the
topology at this scale.
",astro-ph,S. Kim and C. Park,topology; scales; disk; hole; scale,9,"Topology of HI in the Large Magellanic Cloud   We have analyzed the HI aperture synthesis image of the Large Magellanic
Cloud (LMC), using an objective and quantitative measure of topology to
understand the HI distribution hosting a number of holes and clumps of various
sizes in the medium. The HI distribution shows different topology at four
different chosen scales. At the smallest scales explored (19-29 pc), the HI
mass is distributed in such a way that numerous clumps are embedded on top of a
low density background. At the larger scales from 73 to 194 pc, it shows a
generic hole topology. These holes might have been formed mainly by stellar
winds from hot stars. At the scales from 240 to 340 pc, slightly above the disk
scale-height of the gaseous disk, major clumps in the HI map change the
distribution to have a slight clump topology. These clumps include the giant
cloud associations in the spiral arms and the thick filaments surrounding
superholes. At the largest scales studied (390-485 pc), the hole topology is
present again. Responsible to the hole topology at this scale are a few
superholes which seem mainly associated with supernova explosions in the outer
disk. The gaps between the bar and spiral arms have a minor effect on the
topology at this scale.
"
704.2872,Hypervelocity stars and the environment of Sgr A*,"  Hypervelocity stars (HVSs) are a natural consequence of the presence of a
massive nuclear black hole (Sgr A*) in the Galactic Center. Here we use the
Brown et al. sample of unbound and bound HVSs together with numerical
simulations of the propagation of HVSs in the Milky Way halo to constrain three
plausible ejection mechanisms: 1) the scattering of stars bound to Sgr A* by an
inspiraling intermediate-mass black hole (IMBH); 2) the disruption of stellar
binaries in the tidal field of Sgr A*; and 3) the two-body scattering of stars
off a cluster of stellar-mass black holes orbiting Sgr A*. We compare the
predicted radial and velocity distributions of HVSs with the limited-statistics
dataset currently available, and show that the IMBH model appears to produce a
spectrum of ejection velocities that is too flat. Future astrometric and deep
wide-field surveys of HVSs should shed unambiguous light on the stellar
ejection mechanism and probe the Milky Way potential on scales as large as 200
kpc.
",astro-ph,A. Sesana; F. Haardt; P. Madau,stellar; black; stars; bound; hole,9,"Hypervelocity stars and the environment of Sgr A*   Hypervelocity stars (HVSs) are a natural consequence of the presence of a
massive nuclear black hole (Sgr A*) in the Galactic Center. Here we use the
Brown et al. sample of unbound and bound HVSs together with numerical
simulations of the propagation of HVSs in the Milky Way halo to constrain three
plausible ejection mechanisms: 1) the scattering of stars bound to Sgr A* by an
inspiraling intermediate-mass black hole (IMBH); 2) the disruption of stellar
binaries in the tidal field of Sgr A*; and 3) the two-body scattering of stars
off a cluster of stellar-mass black holes orbiting Sgr A*. We compare the
predicted radial and velocity distributions of HVSs with the limited-statistics
dataset currently available, and show that the IMBH model appears to produce a
spectrum of ejection velocities that is too flat. Future astrometric and deep
wide-field surveys of HVSs should shed unambiguous light on the stellar
ejection mechanism and probe the Milky Way potential on scales as large as 200
kpc.
"
